Model,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Województwo,Rodzaj ogłoszenia,Producent,Czy cena do negocjacji,Roczny przebieg,Wiek
Corsa,Benzyna,Hatchback,120000,Czerwony,999.0,Manualna,Niemcy,110.0,Na przednie koła,po lewej,25000.0,Pomorskie,Prywatne,Opel,True,12834.224598930607,9
Corsa,Benzyna,Hatchback,198000,Srebrny,1229.0,Manualna,Polska,86.0,Na przednie koła,po lewej,14500.0,Mazowieckie,Firmowe,Opel,True,16032.38866396773,12
Seria 3,LPG,Kombi,256000,Czarny,1980.0,Manualna,Brak danych,150.0,Na tylne koła,Brak danych,3990.0,Dolnośląskie,Firmowe,BMW,True,10098.619329388597,25
Jazz,Benzyna,Hatchback,315643,Srebrny,1300.0,Manualna,Niemcy,78.0,Na przednie koła,po lewej,4800.0,Kujawsko-pomorskie,Prywatne,Honda,True,13517.901498929388,23
Seria 1,Benzyna,Hatchback,228800,Czarny,1596.0,Manualna,Niemcy,115.0,Na tylne koła,po lewej,8500.0,Zachodniopomorskie,Prywatne,BMW,False,11243.243243243294,20
Insignia,Diesel,Kombi,139000,Czarny,1598.0,Automatyczna,Dania,136.0,Na przednie koła,po lewej,67000.0,Śląskie,Prywatne,Opel,True,21889.76377952787,6
Astra,Diesel,Kombi,307472,Niebieski,1686.0,Manualna,Polska,110.0,Na przednie koła,po lewej,9500.0,Śląskie,Prywatne,Opel,True,17721.729106628336,17
Laguna,Diesel,Kombi,278000,Srebrny,1900.0,Manualna,Brak danych,110.0,Brak danych,Brak danych,3490.0,Dolnośląskie,Firmowe,Renault,False,11416.837782340905,24
Zafira,Diesel,Minivan,216000,Biały,1956.0,Automatyczna,Niemcy,130.0,Brak danych,po lewej,36000.0,Lubuskie,Prywatne,Opel,True,20869.565217391486,10
Grand Scenic,Diesel,Minivan,301000,Czarny,1870.0,Manualna,Holandia,130.0,Na przednie koła,po lewej,7700.0,Lubuskie,Prywatne,Renault,True,16403.269754768473,18
Zafira,LPG,Minivan,310000,Zielony,1758.0,Manualna,Polska,122.0,Na przednie koła,po lewej,2990.0,Mazowieckie,Firmowe,Opel,True,13276.23126338335,23
Astra,LPG,Coupe,150000,Czarny,1600.0,Manualna,Brak danych,180.0,Na przednie koła,po lewej,35000.0,Śląskie,Prywatne,Opel,True,11235.955056179851,13
Caliber,Diesel,SUV,290000,Czarny,2000.0,Manualna,Polska,103.0,Brak danych,po lewej,11500.0,Lubuskie,Prywatne,Dodge,True,15803.814713896536,18
Cee'd,Benzyna,Kombi,310000,Czarny,1600.0,Manualna,Brak danych,125.0,Na przednie koła,po lewej,10500.0,Mazowieckie,Prywatne,Kia,False,17867.435158501536,17
Meriva,Benzyna,Minivan,159000,Inny kolor,1400.0,Manualna,Brak danych,140.0,Brak danych,po lewej,22900.0,Łódzkie,Firmowe,Opel,True,11910.112359550643,13
Seria 3,Benzyna,Sedan,184000,Inny kolor,2000.0,Manualna,Niemcy,143.0,Brak danych,po lewej,34000.0,Małopolskie,Prywatne,BMW,False,10605.187319884782,17
Laguna,LPG,Sedan,300900,Niebieski,1600.0,Manualna,Brak danych,107.0,Na przednie koła,po lewej,3300.0,Wielkopolskie,Prywatne,Renault,True,11001.828153564937,27
Camaro,Benzyna,Kabriolet,132200,Czerwony,2000.0,Automatyczna,Stany Zjednoczone,275.0,Na tylne koła,po lewej,76000.0,Dolnośląskie,Prywatne,Chevrolet,True,17986.39455782335,7
Seria 1,Diesel,Hatchback,291830,Niebieski,1995.0,Manualna,Brak danych,116.0,Na tylne koła,Brak danych,22500.0,Łódzkie,Prywatne,BMW,True,19011.726384364934,15
Yaris,Benzyna,Hatchback,166000,Srebrny,998.0,Manualna,Włochy,65.0,Na przednie koła,po lewej,5898.0,Podkarpackie,Prywatne,Toyota,True,7427.293064876988,22
Passat,Benzyna,Kombi,267000,Niebieski,2800.0,Manualna,Brak danych,193.0,4x4 (stały),Brak danych,9000.0,Lubelskie,Prywatne,Volkswagen,True,10965.092402464106,24
500L,LPG,Minivan,66000,Biały,1368.0,Manualna,Polska,95.0,Na przednie koła,po lewej,51900.0,Małopolskie,Prywatne,Fiat,True,10393.700787401724,6
Qashqai,Benzyna,SUV,199000,Biały,1200.0,Manualna,Brak danych,115.0,Na przednie koła,po lewej,37500.0,Podlaskie,Prywatne,Nissan,False,17533.039647577232,11
ML Klasa,Diesel,SUV,450000,Czarny,3000.0,Automatyczna,Niemcy,224.0,4x4 (stały),po lewej,19500.0,Łódzkie,Prywatne,Mercedes-Benz,False,22113.022113022213,20
A8,Benzyna,Sedan,250000,Czarny,4000.0,Automatyczna,Włochy,420.0,4x4 (stały),po lewej,59900.0,Lubelskie,Prywatne,Audi,False,18726.591760299754,13
Meriva,Benzyna,Hatchback,132000,Niebieski,1400.0,Manualna,Niemcy,90.0,Na przednie koła,po lewej,6799.0,Opolskie,Prywatne,Opel,False,6486.486486486516,20
Kangoo,Benzyna,Minivan,225801,Srebrny,1149.0,Manualna,Niemcy,75.0,Na przednie koła,Brak danych,11900.0,Wielkopolskie,Prywatne,Renault,False,12305.231607629488,18
Passat,Diesel,Kombi,439000,Czarny,1968.0,Manualna,Brak danych,140.0,Brak danych,Brak danych,4490.0,Pomorskie,Firmowe,Volkswagen,False,21572.48157248167,20
Civic,Benzyna,Hatchback,135000,Szary,1400.0,Manualna,Polska,105.0,Brak danych,Brak danych,19500.0,Pomorskie,Prywatne,Honda,False,8794.788273615688,15
Tiguan,Diesel,SUV,223000,Biały,1998.0,Manualna,Niemcy,140.0,4x4 (dołączany automatycznie),po lewej,37900.0,Wielkopolskie,Prywatne,Volkswagen,True,13639.143730886926,16
Orlando,Benzyna,Minivan,255000,Biały,1800.0,Manualna,Brak danych,156.0,Na przednie koła,po lewej,24500.0,Wielkopolskie,Prywatne,Chevrolet,False,17770.03484320569,14
A6,Diesel,Kombi,306000,Inny kolor,2000.0,Automatyczna,Polska,205.0,Na przednie koła,po lewej,49000.0,Dolnośląskie,Prywatne,Audi,True,22921.348314606897,13
Tiguan,Diesel,SUV,138000,Brązowy – Beżowy,2000.0,Manualna,Polska,110.0,Na przednie koła,po lewej,44000.0,Wielkopolskie,Prywatne,Volkswagen,True,10337.078651685464,13
Pacifica,LPG,SUV,125000,Srebrny,3790.0,Automatyczna,Brak danych,230.0,4x4 (stały),po lewej,7490.0,Mazowieckie,Firmowe,Chrysler,True,6459.948320413467,19
ML Klasa,LPG,SUV,355000,Zielony,3200.0,Automatyczna,Brak danych,218.0,4x4 (stały),po prawej,11800.0,Dolnośląskie,Prywatne,Mercedes-Benz,True,14003.944773175592,25
Mustang,LPG,Coupe,99999,Żółty – Złoty,4976.0,Automatyczna,Stany Zjednoczone,421.0,Na tylne koła,po lewej,115000.0,Lubuskie,Prywatne,Ford,True,9661.739130434868,10
Toledo,Benzyna,Sedan,281500,Niebieski,1800.0,Manualna,Polska,180.0,Na przednie koła,po lewej,9500.0,Śląskie,Prywatne,Seat,False,13185.01170960193,21
Passat,Benzyna,Sedan,305000,Czarny,1798.0,Manualna,Polska,160.0,Na przednie koła,po lewej,14900.0,Dolnośląskie,Prywatne,Volkswagen,True,18654.43425076463,16
208,Benzyna,Hatchback,79000,Szary,999.0,Manualna,Brak danych,68.0,Na przednie koła,po lewej,24500.0,Śląskie,Prywatne,Peugeot,False,8449.19786096265,9
Meriva,Benzyna,Hatchback,165232,Czarny,1364.0,Manualna,Niemcy,140.0,Na przednie koła,Brak danych,15900.0,Wielkopolskie,Prywatne,Opel,False,14557.885462555183,11
Golf Plus,Diesel,Hatchback,229000,Srebrny,1900.0,Manualna,Polska,105.0,Na przednie koła,po lewej,12900.0,Warmińsko-mazurskie,Prywatne,Volkswagen,True,11834.625322997472,19
Seria 5,Diesel,Kombi,376000,Szary,2997.0,Automatyczna,Belgia,235.0,4x4 (dołączany automatycznie),po lewej,20000.0,Kujawsko-pomorskie,Prywatne,BMW,False,20490.46321525896,18
Insignia,Benzyna,Sedan,205506,Srebrny,1796.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,20000.0,Śląskie,Prywatne,Opel,True,12569.174311926676,16
Caddy,Diesel,Kombi,274000,Szary,1600.0,Manualna,Polska,102.0,Na przednie koła,po lewej,27060.0,Świętokrzyskie,Prywatne,Volkswagen,False,26473.429951691054,10
Passat,Diesel,Sedan,270000,Brązowy – Beżowy,1968.0,Automatyczna,Polska,140.0,Na przednie koła,po lewej,15900.0,Świętokrzyskie,Firmowe,Volkswagen,False,14713.89645776574,18
G Klasa,Benzyna,Coupe,190000,Biały,2996.0,Automatyczna,Polska,367.0,4x4 (dołączany automatycznie),po lewej,160500.0,Kujawsko-pomorskie,Prywatne,Mercedes-Benz,True,20320.85561497346,9
Vitara,Benzyna,Terenowy,232000,Czarny,2000.0,Manualna,Niemcy,128.0,4x4 (dołączany ręcznie),po lewej,27500.0,Łódzkie,Prywatne,Suzuki,True,11400.491400491452,20
Duster,Benzyna,SUV,169000,Inny kolor,1598.0,Manualna,Brak danych,115.0,Na przednie koła,po lewej,42800.0,Wielkopolskie,Firmowe,Dacia,True,26614.173228346837,6
A4 Allroad,Benzyna,Kombi,162000,Biały,1998.0,Automatyczna,Włochy,211.0,4x4 (stały),po lewej,39500.0,Małopolskie,Prywatne,Audi,True,9908.256880734,16
Clubman,Benzyna,Hatchback,169000,Czarny,1598.0,Manualna,Niemcy,120.0,Na przednie koła,po lewej,5999.0,Mazowieckie,Prywatne,Mini,True,9740.634005763739,17
Fiesta,Benzyna,Hatchback,174500,Czarny,1242.0,Manualna,Brak danych,82.0,Na przednie koła,Brak danych,24500.0,Kujawsko-pomorskie,Prywatne,Ford,True,14129.55465587055,12
Seria 5,Benzyna,Sedan,228000,Srebrny,2494.0,Manualna,Brak danych,192.0,Brak danych,po lewej,14900.0,Śląskie,Prywatne,BMW,False,9363.449691991822,24
A4,Benzyna,Sedan,198000,Srebrny,1800.0,Automatyczna,Niemcy,120.0,Na przednie koła,po lewej,28000.0,Pomorskie,Prywatne,Audi,True,12110.091743119334,16
Insignia,Benzyna,Kombi,221000,Brązowy – Beżowy,1400.0,Manualna,Holandia,140.0,Brak danych,Brak danych,26900.0,Mazowieckie,Prywatne,Opel,False,16554.30711610498,13
Bravo,Diesel,Hatchback,200000,Inny kolor,1600.0,Manualna,Polska,120.0,Na przednie koła,po lewej,17000.0,Śląskie,Prywatne,Fiat,True,17621.14537444948,11
Astra,Benzyna,Hatchback,205000,Czarny,1598.0,Manualna,Niemcy,116.0,Na przednie koła,po lewej,17900.0,Warmińsko-mazurskie,Firmowe,Opel,True,13355.048859934932,15
CR-V,Benzyna,Terenowy,260000,Srebrny,2000.0,Manualna,Brak danych,150.0,4x4 (dołączany automatycznie),po lewej,6700.0,Śląskie,Prywatne,Honda,True,11134.903640257002,23
Seria 5,Benzyna,Sedan,248000,Zielony,1991.0,Manualna,Niemcy,150.0,Na tylne koła,po lewej,10000.0,Mazowieckie,Prywatne,BMW,True,8171.334431630997,30
A6,LPG,Kombi,249800,Inny kolor,2393.0,Manualna,Niemcy,163.0,Na przednie koła,po lewej,13200.0,Mazowieckie,Prywatne,Audi,False,9854.043392504966,25
Seria 3,Benzyna,Sedan,250000,Szary,2000.0,Manualna,Holandia,150.0,Na przednie koła,Brak danych,16000.0,Łódzkie,Prywatne,BMW,True,12285.01228501234,20
A3,Benzyna,Hatchback,237000,Czarny,1600.0,Manualna,Niemcy,102.0,Brak danych,Brak danych,4990.0,Dolnośląskie,Firmowe,Audi,False,11100.702576112459,21
Corsa,LPG,Hatchback,260000,Niebieski,1600.0,Manualna,Polska,192.0,Na przednie koła,po lewej,19500.0,Śląskie,Prywatne,Opel,True,14168.937329700342,18
A4,Diesel,Kombi,402000,Niebieski,2000.0,Manualna,Brak danych,170.0,Na przednie koła,Brak danych,17400.0,Zachodniopomorskie,Prywatne,Audi,True,24587.15596330289,16
Polo,Benzyna,Hatchback,166000,Szary,1200.0,Manualna,Niemcy,64.0,Brak danych,po lewej,11400.0,Podlaskie,Firmowe,Volkswagen,False,9046.321525885603,18
Coupe,LPG,Coupe,278632,Czarny,1998.0,Manualna,Polska,140.0,Brak danych,po lewej,10500.0,Śląskie,Prywatne,Hyundai,False,13691.990171990234,20
Viano,Diesel,Kombi,300000,Szary,3000.0,Automatyczna,Polska,231.0,4x4 (stały),po lewej,123000.0,Świętokrzyskie,Firmowe,Mercedes-Benz,True,19543.973941368193,15
C4 Grand Picasso,LPG,Minibus,237846,Srebrny,1999.0,Automatyczna,Brak danych,136.0,Brak danych,Brak danych,8499.0,Śląskie,Prywatne,Citroen,True,12291.782945736491,19
308,Diesel,Kombi,236000,Inny kolor,2000.0,Manualna,Brak danych,136.0,Na przednie koła,Brak danych,10900.0,Wielkopolskie,Prywatne,Peugeot,True,13602.305475504394,17
ix35,Diesel,SUV,211709,Biały,1685.0,Manualna,Brak danych,116.0,Na przednie koła,Brak danych,31900.0,Podlaskie,Prywatne,Hyundai,False,14753.240418118561,14
Touran,Diesel,Minivan,279000,Szary,2000.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,21900.0,Małopolskie,Prywatne,Volkswagen,True,15204.359673024599,18
Sportage,Benzyna,SUV,175000,Czarny,1591.0,Automatyczna,Niemcy,177.0,4x4 (dołączany automatycznie),po lewej,62900.0,Śląskie,Prywatne,Kia,True,18716.577540107133,9
Octavia,Diesel,Kombi,299000,Srebrny,2000.0,Automatyczna,Polska,140.0,Na przednie koła,po lewej,19900.0,Wielkopolskie,Prywatne,Skoda,False,19478.82736156363,15
307 SW,Diesel,Kombi,275000,Czarny,1600.0,Manualna,Niemcy,110.0,Brak danych,po lewej,9500.0,Łódzkie,Prywatne,Peugeot,True,14986.37602179844,18
E Klasa,Diesel,Kombi,264022,Czarny,2143.0,Automatyczna,Polska,170.0,Na tylne koła,po lewej,38000.0,Mazowieckie,Prywatne,Mercedes-Benz,True,19776.928838951444,13
Captiva,Benzyna,SUV,195346,Biały,2400.0,Manualna,Niemcy,136.0,Na przednie koła,po lewej,25900.0,Zachodniopomorskie,Prywatne,Chevrolet,False,12726.123778501704,15
S Klasa,Diesel,Sedan,305000,Czarny,3000.0,Automatyczna,Brak danych,211.0,Na tylne koła,Brak danych,39900.0,Śląskie,Prywatne,Mercedes-Benz,True,17579.250720461187,17
Superb,Diesel,Kombi,77300,Czarny,2000.0,Automatyczna,Polska,193.0,4x4 (dołączany automatycznie),Brak danych,119900.0,Świętokrzyskie,Prywatne,Skoda,False,12173.228346456868,6
207,Benzyna,Hatchback,185000,Niebieski,1360.0,Manualna,Francja,75.0,Na przednie koła,po lewej,5999.0,Wielkopolskie,Prywatne,Peugeot,True,9560.723514211932,19
Felicia,LPG,Hatchback,160000,Niebieski,1300.0,Manualna,Polska,68.0,Na przednie koła,po lewej,4000.0,Mazowieckie,Prywatne,Skoda,False,6311.637080867873,25
A6,LPG,Sedan,400000,Niebieski,2400.0,Manualna,Brak danych,177.0,Na przednie koła,po lewej,13500.0,Śląskie,Prywatne,Audi,True,18735.362997658158,21
Avensis,Benzyna,Kombi,180000,Niebieski,1598.0,Manualna,Norwegia,110.0,Na przednie koła,po prawej,1900.0,Dolnośląskie,Firmowe,Toyota,False,8845.208845208885,20
Grand Vitara,Diesel,SUV,250000,Czarny,1900.0,Manualna,Niemcy,129.0,4x4 (stały),po lewej,28900.0,Pomorskie,Prywatne,Suzuki,True,13623.978201634945,18
Passat,Diesel,Kombi,266000,Biały,2000.0,Manualna,Brak danych,150.0,Na przednie koła,po lewej,44990.0,Dolnośląskie,Prywatne,Volkswagen,True,25700.483091787664,10
Astra,Benzyna,Hatchback,272690,Srebrny,1400.0,Manualna,Brak danych,90.0,Brak danych,Brak danych,4790.0,Śląskie,Firmowe,Opel,True,14860.490463215332,18
Seria 1,Benzyna,Hatchback,187000,Biały,1600.0,Manualna,Brak danych,150.0,Na tylne koła,Brak danych,25900.0,Małopolskie,Prywatne,BMW,True,15141.700404858411,12
Corsa,Diesel,Hatchback,154600,Inny kolor,1300.0,Manualna,Holandia,75.0,Na przednie koła,po lewej,10900.0,Świętokrzyskie,Prywatne,Opel,True,8910.66282420754,17
C5,LPG,Sedan,231000,Srebrny,1980.0,Manualna,Brak danych,120.0,Na przednie koła,Brak danych,2490.0,Dolnośląskie,Firmowe,Citroen,True,10335.5704697987,22
Focus,Benzyna,Kombi,187000,Srebrny,1596.0,Manualna,Niemcy,125.0,Na przednie koła,po lewej,20700.0,Lubuskie,Prywatne,Ford,False,14007.490636704215,13
Ranger,Diesel,Pickup,134500,Czarny,3200.0,Automatyczna,Polska,200.0,4x4 (dołączany ręcznie),po prawej,129000.0,Świętokrzyskie,Firmowe,Ford,True,21181.102362205027,6
A3,Diesel,Hatchback,311157,Srebrny,1900.0,Manualna,Austria,90.0,Na przednie koła,po lewej,5500.0,Świętokrzyskie,Prywatne,Audi,True,12274.43786982253,25
Corsa,Benzyna,Hatchback,187200,Czarny,1200.0,Manualna,Niemcy,70.0,Na przednie koła,po lewej,24900.0,Kujawsko-pomorskie,Prywatne,Opel,False,18086.95652173929,10
C5,LPG,Kombi,298600,Szary,1997.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,15900.0,Łódzkie,Prywatne,Citroen,True,17210.374639769543,17
Polo,Benzyna,Coupe,157000,Srebrny,1200.0,Manualna,Niemcy,70.0,Brak danych,po lewej,4000.0,Mazowieckie,Prywatne,Volkswagen,True,7353.629976580827,21
Bravo,Diesel,Coupe,294300,Biały,1997.0,Manualna,Polska,178.0,Na przednie koła,po lewej,11500.0,Małopolskie,Prywatne,Fiat,True,18000.000000000102,16
Astra,Diesel,Hatchback,180000,Srebrny,1696.0,Manualna,Niemcy,125.0,Na przednie koła,po lewej,11900.0,Warmińsko-mazurskie,Firmowe,Opel,True,10374.639769452504,17
C4,Benzyna,Hatchback,164000,Srebrny,1587.0,Manualna,Brak danych,109.0,Brak danych,Brak danych,7500.0,Zachodniopomorskie,Prywatne,Citroen,False,8937.329700272523,18
Astra,Benzyna,Kombi,188900,Szary,1600.0,Manualna,Niemcy,115.0,Na przednie koła,Brak danych,19700.0,Mazowieckie,Prywatne,Opel,True,13163.763066202175,14
Octavia,LPG,Sedan,285350,Czarny,1595.0,Manualna,Polska,102.0,Na przednie koła,po lewej,15900.0,Wielkopolskie,Prywatne,Skoda,True,21374.531835206137,13
Rexton,Diesel,Terenowy,71000,Czarny,2700.0,Automatyczna,Niemcy,164.0,4x4 (stały),po lewej,36900.0,Podkarpackie,Prywatne,SsangYong / KGM,False,5318.35205992513,13
207 CC,Benzyna,Kabriolet,156000,Srebrny,1600.0,Manualna,Brak danych,120.0,Na przednie koła,Brak danych,6000.0,Podkarpackie,Prywatne,Peugeot,True,10871.08013937289,14
Doblo,Diesel,Minibus,382200,Biały,1600.0,Manualna,Brak danych,105.0,Na przednie koła,po lewej,23500.0,Śląskie,Prywatne,Fiat,True,30947.36842105286,12
i30,Diesel,Hatchback,128000,Niebieski,1400.0,Manualna,Niemcy,90.0,Na przednie koła,po lewej,24900.0,Śląskie,Prywatne,Hyundai,True,9588.014981273474,13
Berlingo,Diesel,Hatchback,270124,Srebrny,2000.0,Manualna,Brak danych,90.0,Na przednie koła,Brak danych,7890.0,Mazowieckie,Prywatne,Citroen,False,13273.906633906694,20
Bravo,Diesel,Hatchback,260000,Czarny,1600.0,Manualna,Niemcy,120.0,Na przednie koła,po lewej,7900.0,Pomorskie,Prywatne,Fiat,False,16938.11074918577,15
ML Klasa,Diesel,Terenowy,420000,Czarny,2700.0,Automatyczna,Polska,163.0,4x4 (stały),po lewej,9000.0,Zachodniopomorskie,Firmowe,Mercedes-Benz,False,17248.459958932304,24
Astra,Benzyna,Hatchback,267174,Szary,1598.0,Manualna,Niemcy,105.0,Na przednie koła,po lewej,10900.0,Warmińsko-mazurskie,Firmowe,Opel,True,13807.441860465182,19
Focus,Diesel,Kombi,351000,Niebieski,1600.0,Manualna,Brak danych,110.0,Brak danych,po lewej,6900.0,Lubelskie,Firmowe,Ford,True,22866.449511400788,15
Corolla,Benzyna,Sedan,118500,Srebrny,1600.0,Manualna,Polska,132.0,Na przednie koła,po lewej,28900.0,Dolnośląskie,Prywatne,Toyota,True,8257.839721254408,14
3008,Diesel,Hatchback,263000,Szary,1997.0,Manualna,Niemcy,150.0,Brak danych,Brak danych,20000.0,Mazowieckie,Prywatne,Peugeot,True,18327.5261324043,14
Berlingo,Benzyna,Minivan,73000,Biały,1598.0,Manualna,Belgia,98.0,Na przednie koła,po lewej,28000.0,Wielkopolskie,Prywatne,Citroen,False,7807.486631016119,9
Expert,Diesel,Minibus,300900,Czerwony,2000.0,Manualna,Polska,128.0,Brak danych,po lewej,9999.0,Mazowieckie,Prywatne,Peugeot,True,20968.64111498271,14
3,Diesel,Hatchback,197000,Inny kolor,1600.0,Manualna,Brak danych,109.0,Brak danych,Brak danych,6900.0,Kujawsko-pomorskie,Firmowe,Mazda,True,10180.878552971624,19
Corsa,Benzyna,Hatchback,155100,Czarny,998.0,Manualna,Niemcy,60.0,Na przednie koła,po lewej,8900.0,Kujawsko-pomorskie,Prywatne,Opel,False,8939.481268011574,17
A4,Diesel,Kombi,390000,Czarny,1968.0,Manualna,Brak danych,170.0,Na przednie koła,po lewej,12000.0,Lubuskie,Prywatne,Audi,True,20155.03875969002,19
S4,Benzyna,Sedan,205000,Szary,3000.0,Automatyczna,Stany Zjednoczone,333.0,4x4 (stały),po lewej,60000.0,Podkarpackie,Prywatne,Audi,True,14285.714285714375,14
Fabia,Benzyna,Kombi,174500,Szary,1398.0,Manualna,Niemcy,80.0,Na przednie koła,po lewej,6700.0,Lubuskie,Prywatne,Skoda,True,9018.0878552972,19
Seria 1,Benzyna,Hatchback,246000,Czarny,1600.0,Manualna,Brak danych,115.0,Na tylne koła,po lewej,10900.0,Pomorskie,Prywatne,BMW,False,12088.452088452143,20
QX70,Diesel,SUV,166000,Inny kolor,2993.0,Automatyczna,Brak danych,238.0,4x4 (stały),Brak danych,68900.0,Łódzkie,Prywatne,Infiniti,False,13441.295546558804,12
S40,Diesel,Sedan,339000,Czarny,1600.0,Manualna,Polska,110.0,Na przednie koła,po lewej,7900.0,Dolnośląskie,Firmowe,Volvo,True,18474.114441416987,18
i40,Diesel,Kombi,279000,Czarny,1700.0,Automatyczna,Belgia,136.0,Na przednie koła,po lewej,27900.0,Lubelskie,Prywatne,Hyundai,True,20898.876404494524,13
C Klasa,Diesel,Kombi,410000,Srebrny,2149.0,Manualna,Niemcy,110.0,Na tylne koła,po lewej,10500.0,Opolskie,Prywatne,Mercedes-Benz,True,22343.32425068131,18
Beetle,Benzyna,Hatchback,237000,Srebrny,2000.0,Manualna,Brak danych,115.0,Na tylne koła,po lewej,7500.0,Lubelskie,Prywatne,Volkswagen,False,8994.307400379537,26
Grandis,Diesel,Minivan,321000,Czarny,1999.0,Manualna,Brak danych,170.0,Brak danych,po lewej,6299.0,Zachodniopomorskie,Prywatne,Mitsubishi,False,15773.955773955844,20
A4,Diesel,Kombi,237000,Srebrny,2000.0,Manualna,Brak danych,140.0,Brak danych,po lewej,10900.0,Lubelskie,Firmowe,Audi,True,11646.191646191699,20
Corsa,LPG,Hatchback,336000,Czerwony,1200.0,Manualna,Polska,80.0,Na przednie koła,po lewej,5900.0,Dolnośląskie,Prywatne,Opel,True,17364.3410852714,19
Corsa,Benzyna,Hatchback,197000,Srebrny,1400.0,Manualna,Polska,90.0,Brak danych,po lewej,3900.0,Warmińsko-mazurskie,Prywatne,Opel,True,8436.830835117806,23
208,Diesel,Hatchback,102000,Szary,1600.0,Manualna,Polska,115.0,Na przednie koła,po lewej,21900.0,Małopolskie,Prywatne,Peugeot,True,7640.4494382022995,13
Passat,Diesel,Sedan,315000,Czarny,1896.0,Manualna,Brak danych,105.0,Brak danych,po lewej,13900.0,Wielkopolskie,Prywatne,Volkswagen,False,17166.212534060032,18
Focus,Diesel,Hatchback,262000,Szary,1800.0,Manualna,Niemcy,115.0,Na przednie koła,po lewej,5950.0,Warmińsko-mazurskie,Prywatne,Ford,False,11722.595078299824,22
Golf,Benzyna,Hatchback,193000,Szary,1400.0,Manualna,Brak danych,75.0,Brak danych,po lewej,8000.0,Śląskie,Prywatne,Volkswagen,True,9484.029484029526,20
Kuga,Benzyna,Minivan,170000,Szary,1500.0,Manualna,Niemcy,150.0,Na przednie koła,po lewej,48200.0,Kujawsko-pomorskie,Firmowe,Ford,True,14977.97356828206,11
SX4,Diesel,Hatchback,247000,Niebieski,1900.0,Manualna,Brak danych,120.0,Na przednie koła,po lewej,12900.0,Podkarpackie,Prywatne,Suzuki,True,13460.490463215325,18
Yaris,Benzyna,Hatchback,169600,Czerwony,999.0,Manualna,Polska,68.0,Na przednie koła,po lewej,4500.0,Mazowieckie,Prywatne,Toyota,True,7588.366890380344,22
Focus,Diesel,Kombi,290000,Srebrny,1598.0,Manualna,Niemcy,100.0,Na przednie koła,po lewej,3800.0,Wielkopolskie,Prywatne,Ford,False,14987.080103359243,19
Corsa,Benzyna,Hatchback,202000,Czerwony,1200.0,Manualna,Niemcy,70.0,Na przednie koła,po lewej,7800.0,Dolnośląskie,Prywatne,Opel,True,11008.174386921035,18
Corolla Verso,Diesel,Minivan,271000,Szary,2000.0,Manualna,Włochy,136.0,Na przednie koła,po lewej,8900.0,Podlaskie,Firmowe,Toyota,True,12693.208430913402,21
Seria 3,LPG,Sedan,347000,Inny kolor,1800.0,Manualna,Brak danych,113.0,Na tylne koła,Brak danych,9300.0,Lubuskie,Prywatne,BMW,True,10404.797601199429,33
Golf,Benzyna,Kombi,154000,Inny kolor,1400.0,Manualna,Brak danych,122.0,Brak danych,po lewej,17800.0,Małopolskie,Prywatne,Volkswagen,True,10032.573289902339,15
Q7,Diesel,SUV,307000,Czarny,2967.0,Automatyczna,Francja,232.0,Brak danych,po lewej,45000.0,Lubuskie,Prywatne,Audi,True,16730.24523160771,18
3,Benzyna,Hatchback,270000,Czerwony,1600.0,Manualna,Niemcy,110.0,Na przednie koła,po lewej,6900.0,Świętokrzyskie,Prywatne,Mazda,True,12646.370023419258,21
Magentis,Diesel,Sedan,360000,Brązowy – Beżowy,2000.0,Manualna,Polska,150.0,Na przednie koła,po lewej,9990.0,Śląskie,Prywatne,Kia,True,22018.348623853333,16
Mokka,Diesel,SUV,198764,Czarny,1598.0,Manualna,Brak danych,136.0,4x4 (stały),po lewej,40900.0,Kujawsko-pomorskie,Prywatne,Opel,True,19204.251207729638,10
C-MAX,Benzyna,Minivan,174200,Inny kolor,1800.0,Manualna,Niemcy,125.0,Na przednie koła,po lewej,14999.0,Warmińsko-mazurskie,Prywatne,Ford,True,9493.18801089923,18
Kangoo,Diesel,Minivan,295000,Srebrny,1461.0,Manualna,Brak danych,84.0,Na przednie koła,po lewej,5500.0,Mazowieckie,Firmowe,Renault,True,16076.294277929235,18
Fiesta,Benzyna,Coupe,183000,Żółty – Złoty,1300.0,Manualna,Niemcy,60.0,Na przednie koła,Brak danych,6500.0,Śląskie,Prywatne,Ford,True,8992.628992629032,20
Accord,LPG,Kombi,365000,Srebrny,1998.0,Automatyczna,Polska,156.0,Na przednie koła,po lewej,6900.0,Dolnośląskie,Firmowe,Honda,True,16331.096196868075,22
A6,Diesel,Kombi,240000,Inny kolor,2000.0,Automatyczna,Niemcy,190.0,Na przednie koła,po lewej,62900.0,Łódzkie,Prywatne,Audi,True,23188.405797101652,10
Tiguan,Diesel,SUV,299645,Inny kolor,2000.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,33900.0,Podkarpackie,Prywatne,Volkswagen,True,22445.31835206008,13
